,Species,Cluster,Motif,Influe
23026,Celegan,Pharyn,"(35, 122)",0.59235066
23044,Celegan,Neuron,"(35, 127)",0.95263916
23065,Celegan,Non-seam,"(36, 39)",1.3132754999999998
23085,Celegan,Non-seam,"(36, 44)",0.8150369000000001
23100,Celegan,Coelomocytes,"(36, 54)",1.0336107
23101,Celegan,Germ,"(36, 54)",1.0199274
23102,Celegan,Intestine,"(36, 54)",0.96234983
23135,Celegan,Non-seam,"(36, 59)",1.4137024
23136,Celegan,Pharyn,"(36, 59)",0.5325494000000001
23145,Celegan,Non-seam,"(36, 60)",1.3885268999999998
23146,Celegan,Pharyn,"(36, 60)",0.5914175
23165,Celegan,Non-seam,"(36, 64)",1.4355844
23166,Celegan,Pharyn,"(36, 64)",0.5967306
23175,Celegan,Non-seam,"(36, 66)",0.7943829000000001
23185,Celegan,Non-seam,"(36, 68)",1.2951088
23195,Celegan,Non-seam,"(36, 70)",1.1949933000000001
23205,Celegan,Non-seam,"(36, 73)",1.2567728999999999
23225,Celegan,Non-seam,"(36, 78)",0.9328221
23275,Celegan,Non-seam,"(36, 92)",1.3580173
23276,Celegan,Pharyn,"(36, 92)",0.52664524
23285,Celegan,Non-seam,"(36, 94)",1.0901673
23305,Celegan,Non-seam,"(36, 96)",1.3982059
23335,Celegan,Non-seam,"(36, 102)",0.7359395000000001
23345,Celegan,Non-seam,"(36, 104)",1.4097267
23355,Celegan,Non-seam,"(36, 107)",1.3975546
23356,Celegan,Pharyn,"(36, 107)",0.8695576999999999
23375,Celegan,Non-seam,"(36, 112)",1.2451183000000001
23385,Celegan,Non-seam,"(36, 113)",0.6402028000000001
23415,Celegan,Non-seam,"(36, 122)",1.3765147
23425,Celegan,Non-seam,"(36, 124)",1.3121368999999998
23426,Celegan,Pharyn,"(36, 124)",0.5263234999999999
23465,Celegan,Non-seam,"(37, 40)",0.9379174000000001
23475,Celegan,Non-seam,"(37, 44)",1.2483985
23494,Celegan,Neuron,"(37, 49)",0.9768034999999999
23504,Celegan,Neuron,"(37, 51)",0.8313553
23514,Celegan,Neuron,"(37, 52)",0.9883458
23524,Celegan,Neuron,"(37, 53)",0.59134185
23530,Celegan,Coelomocytes,"(37, 54)",0.6938767
23531,Celegan,Germ,"(37, 54)",0.55209863
23532,Celegan,Intestine,"(37, 54)",0.58199775
23537,Celegan,Precursors,"(37, 54)",0.8499931000000001
23538,Celegan,Rectum,"(37, 54)",0.8975624
23545,Celegan,Non-seam,"(37, 55)",0.84542763
23554,Celegan,Neuron,"(37, 57)",0.5885726
23564,Celegan,Neuron,"(37, 58)",0.6214576999999999
23575,Celegan,Non-seam,"(37, 59)",0.8712713
23576,Celegan,Pharyn,"(37, 59)",0.7726367
23577,Celegan,Precursors,"(37, 59)",0.74179417
23578,Celegan,Rectum,"(37, 59)",0.6762448
23579,Celegan,Seam,"(37, 59)",0.62380785
23585,Celegan,Non-seam,"(37, 60)",1.018924
23586,Celegan,Pharyn,"(37, 60)",0.75052553
23587,Celegan,Precursors,"(37, 60)",0.5955809
23588,Celegan,Rectum,"(37, 60)",0.5565220000000001
23589,Celegan,Seam,"(37, 60)",0.5164591
23606,Celegan,Pharyn,"(37, 64)",0.88261473
23607,Celegan,Precursors,"(37, 64)",1.3954132
23608,Celegan,Rectum,"(37, 64)",1.2520813
23609,Celegan,Seam,"(37, 64)",0.9781084000000001
23610,Celegan,Coelomocytes,"(37, 66)",0.617783
23611,Celegan,Germ,"(37, 66)",0.75680333
23612,Celegan,Intestine,"(37, 66)",0.7525847
23641,Celegan,Germ,"(37, 70)",0.5095446
23654,Celegan,Neuron,"(37, 71)",0.6359488
23665,Celegan,Non-seam,"(37, 73)",1.184384
23674,Celegan,Neuron,"(37, 74)",0.8468689
23681,Celegan,Germ,"(37, 75)",0.54371536
23682,Celegan,Intestine,"(37, 75)",0.5513071999999999
23694,Celegan,Neuron,"(37, 78)",0.52176535
23715,Celegan,Non-seam,"(37, 80)",1.3877333
23716,Celegan,Pharyn,"(37, 80)",0.6388219
23730,Celegan,Coelomocytes,"(37, 82)",0.8741369000000001
23731,Celegan,Germ,"(37, 82)",0.9628718
23732,Celegan,Intestine,"(37, 82)",1.0256287
23744,Celegan,Neuron,"(37, 83)",0.8413741
23754,Celegan,Neuron,"(37, 88)",0.5792421999999999
23765,Celegan,Non-seam,"(37, 89)",1.2634526000000001
23775,Celegan,Non-seam,"(37, 90)",1.3337983
23784,Celegan,Neuron,"(37, 91)",0.6771245
23795,Celegan,Non-seam,"(37, 92)",1.2730448
23796,Celegan,Pharyn,"(37, 92)",0.65180284
23800,Celegan,Coelomocytes,"(37, 94)",0.5959277
23807,Celegan,Precursors,"(37, 94)",0.9175751
23808,Celegan,Rectum,"(37, 94)",0.8929242000000001
23811,Celegan,Germ,"(37, 95)",0.59262735
23812,Celegan,Intestine,"(37, 95)",0.5719093000000001
23834,Celegan,Neuron,"(37, 98)",0.55689263
23851,Celegan,Germ,"(37, 102)",0.50392735
23852,Celegan,Intestine,"(37, 102)",0.5298271
23865,Celegan,Non-seam,"(37, 104)",1.3167796999999999
23887,Celegan,Precursors,"(37, 107)",1.1860623
23888,Celegan,Rectum,"(37, 107)",1.1434782
23889,Celegan,Seam,"(37, 107)",0.5012929
23894,Celegan,Neuron,"(37, 110)",0.71330684
23905,Celegan,Non-seam,"(37, 111)",0.6863600000000001
23915,Celegan,Non-seam,"(37, 112)",1.1180379999999999
23916,Celegan,Pharyn,"(37, 112)",0.53116715
23924,Celegan,Neuron,"(37, 113)",0.52928394
23940,Celegan,Coelomocytes,"(37, 117)",0.5853549
23941,Celegan,Germ,"(37, 117)",0.6912437
23942,Celegan,Intestine,"(37, 117)",0.7240083
23964,Celegan,Neuron,"(37, 119)",0.6208669
23985,Celegan,Non-seam,"(37, 122)",1.355531
23994,Celegan,Neuron,"(37, 123)",0.69149125
24007,Celegan,Precursors,"(37, 124)",0.7130489999999999
24008,Celegan,Rectum,"(37, 124)",0.65022445
24034,Celegan,Neuron,"(38, 39)",0.7895979999999999
24045,Celegan,Non-seam,"(38, 44)",1.6168786
24046,Celegan,Pharyn,"(38, 44)",0.80268675
24074,Celegan,Neuron,"(38, 53)",0.856411
24087,Celegan,Precursors,"(38, 54)",0.79480606
24088,Celegan,Rectum,"(38, 54)",0.80318713
24104,Celegan,Neuron,"(38, 58)",1.0127323000000001
24108,Celegan,Rectum,"(38, 58)",0.5480318000000001
24116,Celegan,Pharyn,"(38, 59)",0.79311776
24117,Celegan,Precursors,"(38, 59)",1.5543568
24118,Celegan,Rectum,"(38, 59)",1.4619474
24119,Celegan,Seam,"(38, 59)",0.8626049000000001
24125,Celegan,Non-seam,"(38, 60)",0.66775894
24126,Celegan,Pharyn,"(38, 60)",1.0792016000000002
24127,Celegan,Precursors,"(38, 60)",1.3727403999999999
24128,Celegan,Rectum,"(38, 60)",1.2722195
24129,Celegan,Seam,"(38, 60)",0.8827746
24134,Celegan,Neuron,"(38, 63)",0.86513126
24144,Celegan,Neuron,"(38, 64)",0.66550785
24147,Celegan,Precursors,"(38, 64)",1.1403582
24148,Celegan,Rectum,"(38, 64)",1.1056534
24149,Celegan,Seam,"(38, 64)",0.5614685
24164,Celegan,Neuron,"(38, 68)",0.7378680000000001
24184,Celegan,Neuron,"(38, 71)",0.8586895
24187,Celegan,Precursors,"(38, 71)",0.51613426
24188,Celegan,Rectum,"(38, 71)",0.56728184
24195,Celegan,Non-seam,"(38, 73)",1.5105870000000001
24196,Celegan,Pharyn,"(38, 73)",0.85673684
24204,Celegan,Neuron,"(38, 75)",0.61996377
24214,Celegan,Neuron,"(38, 78)",0.76723963
24235,Celegan,Non-seam,"(38, 90)",1.4426111000000001
24244,Celegan,Neuron,"(38, 91)",0.98328346
24255,Celegan,Non-seam,"(38, 92)",1.3339478999999999
24256,Celegan,Pharyn,"(38, 92)",0.92751026
24257,Celegan,Precursors,"(38, 92)",0.6236494
24258,Celegan,Rectum,"(38, 92)",0.5182351
24259,Celegan,Seam,"(38, 92)",0.5754779000000001
24264,Celegan,Neuron,"(38, 94)",0.5912565
24267,Celegan,Precursors,"(38, 94)",0.8990575999999999
24268,Celegan,Rectum,"(38, 94)",0.8689906
24274,Celegan,Neuron,"(38, 96)",0.7904937
24277,Celegan,Precursors,"(38, 96)",0.8658566999999999
24278,Celegan,Rectum,"(38, 96)",0.81994736
24284,Celegan,Neuron,"(38, 100)",0.707427
24287,Celegan,Precursors,"(38, 100)",1.2098225
24288,Celegan,Rectum,"(38, 100)",1.2810396000000002
24289,Celegan,Seam,"(38, 100)",0.60120505
24305,Celegan,Non-seam,"(38, 104)",1.4330126
24306,Celegan,Pharyn,"(38, 104)",0.6533914000000001
24314,Celegan,Neuron,"(38, 107)",0.65830374
24317,Celegan,Precursors,"(38, 107)",0.9588768
24318,Celegan,Rectum,"(38, 107)",0.9348185
24325,Celegan,Non-seam,"(38, 112)",1.2257552999999999
24326,Celegan,Pharyn,"(38, 112)",0.6014609999999999
24334,Celegan,Neuron,"(38, 113)",0.7769371
24344,Celegan,Neuron,"(38, 116)",0.92268884
24354,Celegan,Neuron,"(38, 119)",0.9072068999999999
24357,Celegan,Precursors,"(38, 119)",0.6241207
24358,Celegan,Rectum,"(38, 119)",0.6901366999999999
24364,Celegan,Neuron,"(38, 121)",0.6196189000000001
24366,Celegan,Pharyn,"(38, 121)",0.57152176
24367,Celegan,Precursors,"(38, 121)",1.4258973999999998
24368,Celegan,Rectum,"(38, 121)",1.6223375
24369,Celegan,Seam,"(38, 121)",0.5972062
24375,Celegan,Non-seam,"(38, 122)",1.4599719
24376,Celegan,Pharyn,"(38, 122)",0.6939689
24384,Celegan,Neuron,"(38, 124)",0.7368541999999999
24387,Celegan,Precursors,"(38, 124)",0.9960601
24388,Celegan,Rectum,"(38, 124)",0.9891452
24394,Celegan,Neuron,"(38, 127)",0.5926114
24405,Celegan,Non-seam,"(39, 40)",1.2493163
24414,Celegan,Neuron,"(39, 42)",0.6017906999999999
24424,Celegan,Neuron,"(39, 43)",0.7333001
24435,Celegan,Non-seam,"(39, 44)",1.4300711000000002
24444,Celegan,Neuron,"(39, 45)",0.5533278
24454,Celegan,Neuron,"(39, 46)",0.565107
24464,Celegan,Neuron,"(39, 49)",0.67453337
24474,Celegan,Neuron,"(39, 51)",0.59847623
24484,Celegan,Neuron,"(39, 52)",0.70246404
24500,Celegan,Coelomocytes,"(39, 54)",0.52202475
24506,Celegan,Pharyn,"(39, 54)",0.6010920999999999
24507,Celegan,Precursors,"(39, 54)",0.9667030000000001
24508,Celegan,Rectum,"(39, 54)",1.028508
24509,Celegan,Seam,"(39, 54)",0.6464984
24515,Celegan,Non-seam,"(39, 55)",0.8026909000000001
24524,Celegan,Neuron,"(39, 56)",0.6582199000000001
24534,Celegan,Neuron,"(39, 57)",0.5711212
24544,Celegan,Neuron,"(39, 58)",0.562238
24555,Celegan,Non-seam,"(39, 59)",0.81605816
24556,Celegan,Pharyn,"(39, 59)",0.85542125
24557,Celegan,Precursors,"(39, 59)",0.906394
24558,Celegan,Rectum,"(39, 59)",0.8947565000000001
24559,Celegan,Seam,"(39, 59)",0.7041774000000001
24565,Celegan,Non-seam,"(39, 60)",0.9268646
24566,Celegan,Pharyn,"(39, 60)",0.81457996
24567,Celegan,Precursors,"(39, 60)",0.76273423
24568,Celegan,Rectum,"(39, 60)",0.7659008
24569,Celegan,Seam,"(39, 60)",0.61220306
24574,Celegan,Neuron,"(39, 62)",0.62455523
24595,Celegan,Non-seam,"(39, 64)",0.61590606
24596,Celegan,Pharyn,"(39, 64)",1.003562
24597,Celegan,Precursors,"(39, 64)",1.2929431999999998
24598,Celegan,Rectum,"(39, 64)",1.2391793
24599,Celegan,Seam,"(39, 64)",0.9267926
24604,Celegan,Neuron,"(39, 65)",1.1056072
24610,Celegan,Coelomocytes,"(39, 66)",1.0101743
24611,Celegan,Germ,"(39, 66)",0.9824197
24612,Celegan,Intestine,"(39, 66)",0.97415286
24624,Celegan,Neuron,"(39, 67)",0.7805884
24637,Celegan,Precursors,"(39, 68)",1.2717417
24638,Celegan,Rectum,"(39, 68)",1.2108259
24639,Celegan,Seam,"(39, 68)",0.7943661
24655,Celegan,Non-seam,"(39, 70)",0.9301063
24667,Celegan,Precursors,"(39, 71)",0.6448752
24668,Celegan,Rectum,"(39, 71)",0.6262413
24675,Celegan,Non-seam,"(39, 73)",1.1240086999999999
24676,Celegan,Pharyn,"(39, 73)",0.62933934
24684,Celegan,Neuron,"(39, 74)",0.70610297
24691,Celegan,Germ,"(39, 75)",0.65990686
24692,Celegan,Intestine,"(39, 75)",0.6375930000000001
24704,Celegan,Neuron,"(39, 76)",0.6869161
24714,Celegan,Neuron,"(39, 77)",0.9710915999999999
24717,Celegan,Precursors,"(39, 77)",0.55202913
24718,Celegan,Rectum,"(39, 77)",0.6558163
24727,Celegan,Precursors,"(39, 78)",0.5499925999999999
24728,Celegan,Rectum,"(39, 78)",0.5289600999999999
24734,Celegan,Neuron,"(39, 79)",0.6431416
24745,Celegan,Non-seam,"(39, 80)",1.6122178999999999
24746,Celegan,Pharyn,"(39, 80)",0.94364613
24749,Celegan,Seam,"(39, 80)",0.5892046
24764,Celegan,Neuron,"(39, 82)",0.51925075
24774,Celegan,Neuron,"(39, 83)",0.6802739999999999
24784,Celegan,Neuron,"(39, 84)",0.7107456999999999
24794,Celegan,Neuron,"(39, 85)",0.7246706999999999
24805,Celegan,Non-seam,"(39, 86)",1.1100951000000001
24814,Celegan,Neuron,"(39, 87)",0.7566401999999999
24824,Celegan,Neuron,"(39, 88)",0.63602835
24835,Celegan,Non-seam,"(39, 89)",1.4568918
24836,Celegan,Pharyn,"(39, 89)",0.5594731
24845,Celegan,Non-seam,"(39, 90)",1.5369233999999998
24846,Celegan,Pharyn,"(39, 90)",0.62248456
24854,Celegan,Neuron,"(39, 91)",0.58339995
24865,Celegan,Non-seam,"(39, 92)",1.1477292
24866,Celegan,Pharyn,"(39, 92)",0.76231045
24876,Celegan,Pharyn,"(39, 94)",0.6278295
24877,Celegan,Precursors,"(39, 94)",1.0655955
24878,Celegan,Rectum,"(39, 94)",1.0773938
24879,Celegan,Seam,"(39, 94)",0.6434310999999999
24896,Celegan,Pharyn,"(39, 96)",0.8216083000000001
24897,Celegan,Precursors,"(39, 96)",1.2294767
24898,Celegan,Rectum,"(39, 96)",1.0591438999999998
24899,Celegan,Seam,"(39, 96)",0.8474315999999998
24904,Celegan,Neuron,"(39, 98)",0.66842633
24907,Celegan,Precursors,"(39, 98)",0.6834859999999999
24908,Celegan,Rectum,"(39, 98)",0.5465464
24914,Celegan,Neuron,"(39, 99)",0.79396623
24927,Celegan,Precursors,"(39, 100)",0.690984
24928,Celegan,Rectum,"(39, 100)",0.5358309
24929,Celegan,Seam,"(39, 100)",0.5324770999999999
24934,Celegan,Neuron,"(39, 101)",0.5595713999999999
24940,Celegan,Coelomocytes,"(39, 102)",0.5749545
24941,Celegan,Germ,"(39, 102)",0.7429007
24942,Celegan,Intestine,"(39, 102)",0.7677852
24955,Celegan,Non-seam,"(39, 104)",1.3389027
24956,Celegan,Pharyn,"(39, 104)",0.59964216
24965,Celegan,Non-seam,"(39, 105)",0.74110293
24974,Celegan,Neuron,"(39, 106)",0.67955047
24986,Celegan,Pharyn,"(39, 107)",0.7368593000000001
24987,Celegan,Precursors,"(39, 107)",1.3653423999999998
24988,Celegan,Rectum,"(39, 107)",1.3560072
24989,Celegan,Seam,"(39, 107)",0.7999991999999999
24994,Celegan,Neuron,"(39, 108)",0.9306264999999999
25004,Celegan,Neuron,"(39, 110)",0.6126505999999999
25015,Celegan,Non-seam,"(39, 111)",0.66667396
25025,Celegan,Non-seam,"(39, 112)",1.0739223
25026,Celegan,Pharyn,"(39, 112)",0.6353741999999999
25044,Celegan,Neuron,"(39, 114)",0.81883067
25064,Celegan,Neuron,"(39, 117)",0.62358177
25084,Celegan,Neuron,"(39, 119)",0.51827246
25087,Celegan,Precursors,"(39, 119)",0.51283264
25094,Celegan,Neuron,"(39, 120)",0.6977998000000001
25107,Celegan,Precursors,"(39, 121)",0.5357721
25115,Celegan,Non-seam,"(39, 122)",1.3492738000000002
25116,Celegan,Pharyn,"(39, 122)",0.6562142
25124,Celegan,Neuron,"(39, 123)",0.6798114000000001
25136,Celegan,Pharyn,"(39, 124)",0.5904541
25137,Celegan,Precursors,"(39, 124)",1.3477073999999998
25138,Celegan,Rectum,"(39, 124)",1.2574813
25139,Celegan,Seam,"(39, 124)",0.6734793
25153,Celegan,Muscle,"(39, 126)",0.50088876
25160,Celegan,Coelomocytes,"(39, 127)",0.60235435
25161,Celegan,Germ,"(39, 127)",0.70043623
25162,Celegan,Intestine,"(39, 127)",0.7270166
25185,Celegan,Non-seam,"(40, 44)",1.3865018
25195,Celegan,Non-seam,"(40, 45)",0.64921385
25204,Celegan,Neuron,"(40, 49)",0.7337382
25230,Celegan,Coelomocytes,"(40, 54)",0.679649
25231,Celegan,Germ,"(40, 54)",0.56467754
25232,Celegan,Intestine,"(40, 54)",0.55947757
25237,Celegan,Precursors,"(40, 54)",0.65267783
25238,Celegan,Rectum,"(40, 54)",0.6246102
25245,Celegan,Non-seam,"(40, 55)",0.6357204000000001
25265,Celegan,Non-seam,"(40, 58)",1.2912396000000002
25275,Celegan,Non-seam,"(40, 59)",1.467159
25276,Celegan,Pharyn,"(40, 59)",0.710904
25285,Celegan,Non-seam,"(40, 60)",1.366128
25286,Celegan,Pharyn,"(40, 60)",0.720174
25295,Celegan,Non-seam,"(40, 63)",1.2230085
25305,Celegan,Non-seam,"(40, 64)",1.5744236999999999
25306,Celegan,Pharyn,"(40, 64)",0.7746864
25311,Celegan,Germ,"(40, 66)",0.5232190999999999
25315,Celegan,Non-seam,"(40, 66)",0.5448014
25325,Celegan,Non-seam,"(40, 68)",1.1639764
25345,Celegan,Non-seam,"(40, 70)",1.1837722
25354,Celegan,Neuron,"(40, 71)",0.70897675
25365,Celegan,Non-seam,"(40, 73)",1.3301254999999998
25375,Celegan,Non-seam,"(40, 75)",0.8373493000000001
25395,Celegan,Non-seam,"(40, 80)",1.2237851999999998
25405,Celegan,Non-seam,"(40, 81)",0.966397
25435,Celegan,Non-seam,"(40, 89)",1.2759985
25445,Celegan,Non-seam,"(40, 90)",1.4701693999999998
25454,Celegan,Neuron,"(40, 91)",0.77902395
25465,Celegan,Non-seam,"(40, 92)",1.3935278999999998
25466,Celegan,Pharyn,"(40, 92)",0.61390626
25475,Celegan,Non-seam,"(40, 94)",0.7129406999999999
25476,Celegan,Pharyn,"(40, 94)",0.6053324000000001
25477,Celegan,Precursors,"(40, 94)",0.5889512
25485,Celegan,Non-seam,"(40, 95)",0.97655874
25495,Celegan,Non-seam,"(40, 96)",1.4042696000000001
25505,Celegan,Non-seam,"(40, 98)",1.5461141
25515,Celegan,Non-seam,"(40, 100)",1.393294
25516,Celegan,Pharyn,"(40, 100)",0.5015553
25535,Celegan,Non-seam,"(40, 104)",1.3331483999999998
25555,Celegan,Non-seam,"(40, 107)",0.7260340000000001
25556,Celegan,Pharyn,"(40, 107)",1.0635854999999999
25557,Celegan,Precursors,"(40, 107)",1.2823225
25558,Celegan,Rectum,"(40, 107)",1.0723752
25559,Celegan,Seam,"(40, 107)",0.83590984
25575,Celegan,Non-seam,"(40, 111)",0.9791491
25585,Celegan,Non-seam,"(40, 112)",1.2254945
25605,Celegan,Non-seam,"(40, 116)",0.5155575
25635,Celegan,Non-seam,"(40, 119)",1.4111563
25645,Celegan,Non-seam,"(40, 121)",1.4079452
25646,Celegan,Pharyn,"(40, 121)",0.521629
25655,Celegan,Non-seam,"(40, 122)",1.3639553999999998
25656,Celegan,Pharyn,"(40, 122)",0.5084982
25675,Celegan,Non-seam,"(40, 124)",1.3581860000000001
25676,Celegan,Pharyn,"(40, 124)",0.67181784
25685,Celegan,Non-seam,"(40, 126)",1.0496811000000001
25693,Celegan,Muscle,"(40, 127)",0.5180992999999999
25704,Celegan,Neuron,"(41, 54)",0.91003346
25725,Celegan,Non-seam,"(41, 112)",1.2387882
25745,Celegan,Non-seam,"(42, 44)",1.2827778
25754,Celegan,Neuron,"(42, 49)",0.9081826999999999
25764,Celegan,Neuron,"(42, 52)",0.88694656
25774,Celegan,Neuron,"(42, 53)",0.68330646
25787,Celegan,Precursors,"(42, 54)",0.77709526
25788,Celegan,Rectum,"(42, 54)",0.7871435
25804,Celegan,Neuron,"(42, 57)",0.9597561
25814,Celegan,Neuron,"(42, 58)",0.70033413
25825,Celegan,Non-seam,"(42, 59)",1.0408438
25826,Celegan,Pharyn,"(42, 59)",1.0336518
25827,Celegan,Precursors,"(42, 59)",0.9937575999999999
25828,Celegan,Rectum,"(42, 59)",0.8275678
25829,Celegan,Seam,"(42, 59)",0.79525954
25835,Celegan,Non-seam,"(42, 60)",1.1251931999999998
25836,Celegan,Pharyn,"(42, 60)",0.85446054
25837,Celegan,Precursors,"(42, 60)",0.6626592
25838,Celegan,Rectum,"(42, 60)",0.57321537
25839,Celegan,Seam,"(42, 60)",0.56237227
25856,Celegan,Pharyn,"(42, 64)",0.9083025
25857,Celegan,Precursors,"(42, 64)",1.3588457
25858,Celegan,Rectum,"(42, 64)",1.1738806
25859,Celegan,Seam,"(42, 64)",0.90310174
25861,Celegan,Germ,"(42, 66)",0.637622
25862,Celegan,Intestine,"(42, 66)",0.62273467
25874,Celegan,Neuron,"(42, 68)",0.5861991999999999
25885,Celegan,Non-seam,"(42, 70)",0.70098794
25894,Celegan,Neuron,"(42, 71)",0.7358982
25905,Celegan,Non-seam,"(42, 73)",1.2978471999999999
25911,Celegan,Germ,"(42, 75)",0.6643996
25912,Celegan,Intestine,"(42, 75)",0.6734585
25924,Celegan,Neuron,"(42, 78)",0.62259984
25935,Celegan,Non-seam,"(42, 80)",0.8368254999999999
25944,Celegan,Neuron,"(42, 81)",0.8558579
25955,Celegan,Non-seam,"(42, 89)",1.2562628
25965,Celegan,Non-seam,"(42, 90)",1.486851
25974,Celegan,Neuron,"(42, 91)",0.8089949000000001
25985,Celegan,Non-seam,"(42, 92)",1.3636483
25986,Celegan,Pharyn,"(42, 92)",0.6923905
25997,Celegan,Precursors,"(42, 94)",0.9154911
25998,Celegan,Rectum,"(42, 94)",0.8447812
26026,Celegan,Pharyn,"(42, 98)",0.8873523999999999
26027,Celegan,Precursors,"(42, 98)",1.4201719
26028,Celegan,Rectum,"(42, 98)",1.3642557
26029,Celegan,Seam,"(42, 98)",0.5594819000000001
26035,Celegan,Non-seam,"(42, 100)",0.6251766
26036,Celegan,Pharyn,"(42, 100)",0.55672544
26039,Celegan,Seam,"(42, 100)",0.5522694
26055,Celegan,Non-seam,"(42, 104)",1.3354574
26064,Celegan,Neuron,"(42, 107)",0.5008274
26067,Celegan,Precursors,"(42, 107)",1.0898662000000001
26068,Celegan,Rectum,"(42, 107)",1.0191686
26075,Celegan,Non-seam,"(42, 111)",0.73445934
26085,Celegan,Non-seam,"(42, 112)",1.1779195
26086,Celegan,Pharyn,"(42, 112)",0.5177642
26094,Celegan,Neuron,"(42, 113)",0.6247176
26104,Celegan,Neuron,"(42, 116)",0.8558473
26114,Celegan,Neuron,"(42, 119)",0.71630305
26125,Celegan,Non-seam,"(42, 121)",0.6684475999999999
26126,Celegan,Pharyn,"(42, 121)",0.69805187
26128,Celegan,Rectum,"(42, 121)",0.52607894
26129,Celegan,Seam,"(42, 121)",0.6744026
26135,Celegan,Non-seam,"(42, 122)",1.3742721000000002
26136,Celegan,Pharyn,"(42, 122)",0.53493017
26144,Celegan,Neuron,"(42, 124)",0.54580474
26147,Celegan,Precursors,"(42, 124)",1.0076056
26148,Celegan,Rectum,"(42, 124)",0.9043450000000001
26155,Celegan,Non-seam,"(42, 126)",0.8909023000000001
26175,Celegan,Non-seam,"(43, 44)",1.3987651
26176,Celegan,Pharyn,"(43, 44)",0.56959885
26184,Celegan,Neuron,"(43, 49)",0.8370228999999999
26194,Celegan,Neuron,"(43, 52)",0.6298971999999999
26204,Celegan,Neuron,"(43, 53)",0.81979704
26217,Celegan,Precursors,"(43, 54)",0.6200982
26218,Celegan,Rectum,"(43, 54)",0.6328735
26234,Celegan,Neuron,"(43, 58)",0.97881645
26247,Celegan,Precursors,"(43, 59)",1.2256436000000002
26248,Celegan,Rectum,"(43, 59)",1.1292927
26249,Celegan,Seam,"(43, 59)",0.5631108
26256,Celegan,Pharyn,"(43, 60)",0.96717757
26257,Celegan,Precursors,"(43, 60)",1.3665459999999998
26258,Celegan,Rectum,"(43, 60)",1.2439878999999998
26259,Celegan,Seam,"(43, 60)",0.82034296
26264,Celegan,Neuron,"(43, 63)",0.81773776
26274,Celegan,Neuron,"(43, 64)",0.67340356
26277,Celegan,Precursors,"(43, 64)",0.7865565999999999
26278,Celegan,Rectum,"(43, 64)",0.7528215
26294,Celegan,Neuron,"(43, 68)",0.6951217
26314,Celegan,Neuron,"(43, 71)",0.81898916
26325,Celegan,Non-seam,"(43, 73)",1.1954695
26334,Celegan,Neuron,"(43, 75)",0.66737723
26344,Celegan,Neuron,"(43, 78)",0.7147778
26375,Celegan,Non-seam,"(43, 90)",1.4606639
26384,Celegan,Neuron,"(43, 91)",0.98840815
26395,Celegan,Non-seam,"(43, 92)",1.2941597
26396,Celegan,Pharyn,"(43, 92)",0.84406334
26397,Celegan,Precursors,"(43, 92)",0.5070484000000001
26404,Celegan,Neuron,"(43, 94)",0.5631739
26407,Celegan,Precursors,"(43, 94)",0.6852427
26408,Celegan,Rectum,"(43, 94)",0.65914446
26414,Celegan,Neuron,"(43, 96)",0.75614494
26424,Celegan,Neuron,"(43, 100)",0.7364691
26427,Celegan,Precursors,"(43, 100)",0.56013876
26428,Celegan,Rectum,"(43, 100)",0.6120492
26445,Celegan,Non-seam,"(43, 104)",1.3782488000000002
26446,Celegan,Pharyn,"(43, 104)",0.5336496999999999
26454,Celegan,Neuron,"(43, 107)",0.63645333
26457,Celegan,Precursors,"(43, 107)",0.7771939999999999
26458,Celegan,Rectum,"(43, 107)",0.7526487
26465,Celegan,Non-seam,"(43, 112)",1.160938
26466,Celegan,Pharyn,"(43, 112)",0.5296734000000001
26474,Celegan,Neuron,"(43, 113)",0.7361023
26484,Celegan,Neuron,"(43, 116)",0.9294068000000001
26494,Celegan,Neuron,"(43, 119)",0.8600778
26504,Celegan,Neuron,"(43, 121)",0.8806263000000001
26515,Celegan,Non-seam,"(43, 122)",1.4206628000000001
26516,Celegan,Pharyn,"(43, 122)",0.6017156
26524,Celegan,Neuron,"(43, 124)",0.7380443
26527,Celegan,Precursors,"(43, 124)",0.6614983
26528,Celegan,Rectum,"(43, 124)",0.65196735
26534,Celegan,Neuron,"(43, 127)",0.54546535
26545,Celegan,Non-seam,"(44, 45)",1.4561819999999999
26546,Celegan,Pharyn,"(44, 45)",0.52307993
26555,Celegan,Non-seam,"(44, 46)",1.207832
26564,Celegan,Neuron,"(44, 49)",0.7096979
26575,Celegan,Non-seam,"(44, 51)",1.3808711999999999
